battery_id,cycle,voltage,temperature,capacity,soh,rul,health_label,degradation_pct
B0007,62,3.5379,31.8354,1.73814,0.905915,106,Healthy,9.41
B0007,63,3.54068,32.1379,1.73276,0.903109,105,Healthy,9.69
B0007,64,3.5383,32.0557,1.72791,0.900584,104,Healthy,9.94
B0007,65,3.54064,32.2913,1.72286,0.897952,103,Warning,10.2
B0007,66,3.53824,32.1689,1.71245,0.892522,102,Warning,10.75
B0007,67,3.53299,32.0995,1.7065,0.889424,101,Warning,11.06
B0007,68,3.53281,32.0914,1.70197,0.887063,100,Warning,11.29
B0007,69,3.53178,32.182,1.69677,0.884353,99,Warning,11.56
B0007,70,3.52978,32.2344,1.69724,0.884598,98,Warning,11.54
B0007,71,3.52617,32.2373,1.69144,0.881577,97,Warning,11.84
B0007,72,3.52657,32.2175,1.68107,0.876171,96,Warning,12.38
B0007,73,3.5245,32.2341,1.67627,0.87367,95,Warning,12.63
B0007,74,3.52285,32.2283,1.6714,0.87113,94,Warning,12.89
B0007,75,3.52524,32.1364,1.66609,0.868359,93,Warning,13.16
B0007,76,3.52062,32.1479,1.66059,0.865493,92,Warning,13.45
B0007,77,3.51803,32.012,1.66553,0.868071,91,Warning,13.19
B0007,78,3.52122,32.5067,1.66529,0.867946,90,Warning,13.21
B0007,79,3.51805,31.9394,1.65044,0.860203,89,Warning,13.98
B0007,80,3.51318,31.7749,1.65064,0.86031,88,Warning,13.97
B0007,81,3.51449,31.9327,1.64067,0.855113,87,Warning,14.49
B0007,82,3.51445,32.3711,1.63996,0.854744,86,Warning,14.53
B0007,83,3.5177,32.5921,1.6356,0.852472,85,Warning,14.75
B0007,84,3.51584,32.518,1.62972,0.849405,84,Warning,15.06
B0007,85,3.50935,32.2839,1.63001,0.849559,83,Warning,15.04
B0007,86,3.50763,31.9847,1.62532,0.847114,82,Warning,15.29
B0007,87,3.50921,32.3653,1.61515,0.841815,81,Warning,15.82
B0007,88,3.50587,32.7207,1.60907,0.838642,80,Warning,16.14
B0007,89,3.50408,32.7503,1.6093,0.838761,79,Warning,16.12
B0007,90,3.52954,32.4805,1.71305,0.89284,78,Warning,10.72
B0007,91,3.52143,32.8943,1.65018,0.860071,77,Warning,13.99
B0007,92,3.51361,32.9501,1.6451,0.85742,76,Warning,14.26
B0007,93,3.51377,32.7431,1.62979,0.849443,75,Warning,15.06
B0007,94,3.51077,32.5973,1.61909,0.843864,74,Warning,15.61
B0007,95,3.50906,32.4991,1.61458,0.841517,73,Warning,15.85
B0007,96,3.51418,32.4526,1.60952,0.838879,72,Warning,16.11
B0007,97,3.50638,32.6064,1.6093,0.838764,71,Warning,16.12
B0007,98,3.50908,32.6011,1.59941,0.833607,70,Warning,16.64
B0007,99,3.50991,32.5498,1.59404,0.830812,69,Warning,16.92
B0007,100,3.50652,32.6747,1.58923,0.828305,68,Warning,17.17
B0007,101,3.50007,32.7246,1.58943,0.828405,67,Warning,17.16
B0007,102,3.50191,32.6808,1.58394,0.825544,66,Warning,17.45
B0007,103,3.50486,32.641,1.58921,0.828294,65,Warning,17.17
B0007,104,3.50853,33.3649,1.59916,0.833481,64,Warning,16.65
B0007,105,3.50523,33.2196,1.58947,0.828428,63,Warning,17.16
B0007,106,3.50693,33.0888,1.5786,0.82276,62,Warning,17.72
B0007,107,3.50073,32.854,1.57408,0.820406,61,Warning,17.96
B0007,108,3.50228,32.9264,1.56811,0.817293,60,Warning,18.27
B0007,109,3.4991,33.2282,1.56919,0.817859,59,Warning,18.21
B0007,110,3.50336,33.2914,1.56342,0.814851,58,Warning,18.51
B0007,111,3.49877,33.0768,1.55846,0.812264,57,Warning,18.77
B0007,112,3.49912,32.9377,1.55297,0.809407,56,Warning,19.06
B0007,113,3.50113,33.1499,1.55318,0.809515,55,Warning,19.05
B0007,114,3.4985,33.4027,1.55325,0.809551,54,Warning,19.04
B0007,115,3.49266,33.3824,1.54807,0.806851,53,Warning,19.31
B0007,116,3.49378,33.1054,1.54285,0.804131,52,Warning,19.59
B0007,117,3.49403,32.9141,1.53796,0.801583,51,Warning,19.84
B0007,118,3.49192,33.2231,1.53779,0.801492,50,Warning,19.85
B0007,119,3.49678,33.5357,1.53817,0.801693,49,Warning,19.83
B0007,120,3.49417,33.2712,1.55814,0.8121,48,Warning,18.79
B0007,121,3.50187,33.3945,1.55799,0.812018,47,Warning,18.8
B0007,122,3.49608,33.0647,1.54789,0.806757,46,Warning,19.32
B0007,123,3.49021,32.8449,1.54297,0.804191,45,Warning,19.58
B0007,124,3.49263,32.7306,1.53193,0.798436,44,Critical,20.16
B0007,125,3.49106,32.7211,1.52735,0.796053,43,Critical,20.39
B0007,126,3.49128,32.6694,1.52203,0.79328,42,Critical,20.67
B0007,127,3.48913,32.6403,1.52226,0.793401,41,Critical,20.66
B0007,128,3.48994,32.5469,1.5113,0.787687,40,Critical,21.23
B0007,129,3.48353,32.5489,1.51172,0.787904,39,Critical,21.21
B0007,130,3.48528,32.5082,1.50675,0.785313,38,Critical,21.47
B0007,131,3.48504,32.5968,1.50164,0.782651,37,Critical,21.73
B0007,132,3.47712,32.5922,1.50634,0.7851,36,Critical,21.49
B0007,133,3.48307,32.8442,1.50613,0.784989,35,Critical,21.5
B0007,134,3.49328,33.004,1.52225,0.793395,34,Critical,20.66
B0007,135,3.49016,32.8061,1.50623,0.785044,33,Critical,21.5
B0007,136,3.48288,32.6333,1.50132,0.782484,32,Critical,21.75
B0007,137,3.47513,32.5073,1.49626,0.779848,31,Critical,22.02
B0007,138,3.48181,32.8053,1.49111,0.777162,30,Critical,22.28
B0007,139,3.47529,33.1084,1.48567,0.774328,29,Critical,22.57
B0007,140,3.47775,32.8094,1.48598,0.77449,28,Critical,22.55
B0007,141,3.47737,32.4977,1.48091,0.771847,27,Critical,22.82
B0007,142,3.47564,32.3994,1.47559,0.769072,26,Critical,23.09
B0007,143,3.47606,32.6744,1.47584,0.769205,25,Critical,23.08
B0007,144,3.47767,32.751,1.47103,0.766696,24,Critical,23.33
B0007,145,3.47029,32.5539,1.47102,0.76669,23,Critical,23.33
B0007,146,3.46603,32.3517,1.46557,0.763854,22,Critical,23.61
B0007,147,3.47099,32.1956,1.46046,0.761191,21,Critical,23.88
B0007,148,3.47063,32.5494,1.46104,0.761491,20,Critical,23.85
B0007,149,3.47042,32.5553,1.4605,0.761211,19,Critical,23.88
B0007,150,3.46568,32.1879,1.46606,0.764107,18,Critical,23.59
B0007,151,3.48143,32.5756,1.48611,0.774558,17,Critical,22.54
B0007,152,3.47358,32.6385,1.47605,0.769316,16,Critical,23.07
B0007,153,3.47856,32.3992,1.46608,0.764117,15,Critical,23.59
B0007,154,3.47709,32.3472,1.46068,0.761305,14,Critical,23.87
B0007,155,3.47269,32.3401,1.45582,0.75877,13,Critical,24.12
B0007,156,3.4635,32.4172,1.45607,0.758898,12,Critical,24.11
B0007,157,3.47054,32.2625,1.45047,0.75598,11,Critical,24.4
B0007,158,3.47307,32.2353,1.44495,0.753102,10,Critical,24.69
B0007,159,3.46939,32.2245,1.44553,0.753404,9,Critical,24.66
B0007,160,3.46818,32.3583,1.44056,0.750815,8,Critical,24.92
B0007,161,3.46551,32.3825,1.44086,0.750973,7,Critical,24.9
B0007,162,3.46963,32.4004,1.43507,0.747957,6,Critical,25.2
B0007,163,3.4628,32.4015,1.43527,0.74806,5,Critical,25.19
B0007,164,3.46395,32.3716,1.43044,0.745539,4,Critical,25.45
B0007,165,3.46202,32.4763,1.43054,0.745594,3,Critical,25.44
B0007,166,3.45992,32.5611,1.42469,0.742543,2,Critical,25.75
B0007,167,3.46618,32.7484,1.44597,0.753638,1,Critical,24.64
B0007,168,3.48003,32.8545,1.45666,0.759208,0,Critical,24.08
B0018,1,3.53198,31.7322,1.86286,1,131,Healthy,0
B0018,2,3.53668,31.9049,1.85106,0.993665,130,Healthy,0.63
B0018,3,3.54258,31.272,1.85851,0.997665,129,Healthy,0.23
B0018,4,3.54393,30.7537,1.84451,0.990149,128,Healthy,0.99
B0018,5,3.54889,31.8862,1.8466,0.991271,127,Healthy,0.87
B0018,6,3.54976,31.9767,1.84778,0.991904,126,Healthy,0.81
B0018,7,3.54947,31.6127,1.82383,0.979049,125,Healthy,2.1
B0018,8,3.55035,31.2269,1.82384,0.979053,124,Healthy,2.09
B0018,9,3.54677,31.072,1.81253,0.972981,123,Healthy,2.7
B0018,10,3.54555,31.1062,1.83139,0.983105,122,Healthy,1.69
B0018,11,3.55105,31.4482,1.83169,0.983265,121,Healthy,1.67
B0018,12,3.5533,31.2178,1.80745,0.970255,120,Healthy,2.97
B0018,13,3.55783,30.7188,1.80481,0.968836,119,Healthy,3.12
B0018,14,3.54617,30.4787,1.79753,0.964927,118,Healthy,3.51
B0018,15,3.54415,30.7965,1.78943,0.960584,117,Healthy,3.94
B0018,16,3.54948,31.3521,1.78591,0.958693,116,Healthy,4.13
B0018,17,3.55014,31.415,1.78282,0.957033,115,Healthy,4.3
B0018,18,3.55203,30.959,1.75646,0.942881,114,Healthy,5.71
B0018,19,3.54757,30.3941,1.74903,0.938897,113,Healthy,6.11
B0018,20,3.539,30.1475,1.75787,0.943641,112,Healthy,5.64
B0018,21,3.53672,30.0423,1.73439,0.931038,111,Healthy,6.9
B0018,22,3.53833,30.0793,1.72374,0.925318,110,Healthy,7.47
B0018,23,3.53906,30.035,1.72585,0.926452,109,Healthy,7.35
B0018,24,3.52941,30.1034,1.7104,0.918159,108,Healthy,8.18
B0018,25,3.54538,30.0249,1.7585,0.943978,107,Healthy,5.6
B0018,26,3.53608,30.913,1.75334,0.941208,106,Healthy,5.88
B0018,27,3.54264,31.3101,1.72513,0.926067,105,Healthy,7.39
B0018,28,3.54019,31.2723,1.7265,0.926802,104,Healthy,7.32
B0018,29,3.53841,30.9524,1.70832,0.917039,103,Healthy,8.3
B0018,30,3.53796,30.8427,1.7036,0.914507,102,Healthy,8.55
B0018,31,3.53951,30.8607,1.69146,0.907988,101,Healthy,9.2
B0018,32,3.53313,31.2385,1.68656,0.905362,100,Healthy,9.46
B0018,33,3.52967,31.436,1.68036,0.902033,99,Healthy,9.8
B0018,34,3.53053,31.1541,1.66682,0.894765,98,Warning,10.52
B0018,35,3.52487,30.9977,1.66425,0.893383,97,Warning,10.66
B0018,36,3.52217,30.789,1.66054,0.891394,96,Warning,10.86
B0018,37,3.52349,30.806,1.63749,0.879021,95,Warning,12.1
B0018,38,3.51615,31.1526,1.64359,0.882292,94,Warning,11.77
B0018,39,3.51486,31.263,1.63019,0.875103,93,Warning,12.49
B0018,40,3.5252,30.5975,1.69751,0.911238,92,Healthy,8.88
B0018,41,3.52334,30.8399,1.65237,0.887005,91,Warning,11.3
B0018,42,3.52072,30.6239,1.65391,0.887835,90,Warning,11.22
B0018,43,3.51553,30.4374,1.62599,0.872847,89,Warning,12.72
B0018,44,3.51664,30.1704,1.62611,0.87291,88,Warning,12.71
B0018,45,3.50761,30.2248,1.60504,0.8616,87,Warning,13.84
B0018,46,3.53671,30.4362,1.74764,0.938147,86,Healthy,6.19
B0018,47,3.53162,30.6544,1.71963,0.923114,85,Healthy,7.69
B0018,48,3.53941,30.4467,1.6989,0.911985,84,Healthy,8.8
B0018,49,3.53615,30.4015,1.68745,0.905836,83,Healthy,9.42
B0018,50,3.52335,30.4552,1.67554,0.899445,82,Warning,10.06
B0018,51,3.53184,31.0947,1.68136,0.902569,81,Healthy,9.74
B0018,52,3.53268,30.9487,1.66287,0.892643,80,Warning,10.74
B0018,53,3.52719,30.8011,1.64107,0.88094,79,Warning,11.91
B0018,54,3.51579,30.7172,1.62156,0.870466,78,Warning,12.95
B0018,55,3.51928,30.5962,1.62203,0.870719,77,Warning,12.93
B0018,56,3.52513,30.649,1.68372,0.903836,76,Healthy,9.62
B0018,57,3.53218,30.8201,1.65566,0.888774,75,Warning,11.12
B0018,58,3.52264,30.8555,1.62293,0.871202,74,Warning,12.88
B0018,59,3.52071,30.7093,1.60852,0.863468,73,Warning,13.65
B0018,60,3.51653,30.6166,1.60185,0.859885,72,Warning,14.01
B0018,61,3.51175,30.6686,1.59533,0.856388,71,Warning,14.36
B0018,62,3.51149,30.8175,1.58607,0.851416,70,Warning,14.86
B0018,63,3.50354,30.8963,1.55885,0.836804,69,Warning,16.32
B0018,64,3.50444,30.8232,1.56221,0.838608,68,Warning,16.14
B0018,65,3.49755,30.7601,1.54205,0.827784,67,Warning,17.22
B0018,66,3.50491,30.5969,1.5485,0.831249,66,Warning,16.88
B0018,67,3.50273,30.4866,1.52545,0.818877,65,Warning,18.11
B0018,68,3.49199,30.6141,1.52351,0.817831,64,Warning,18.22
B0018,69,3.49211,30.5756,1.52363,0.817899,63,Warning,18.21
B0018,70,3.48493,30.5725,1.50629,0.808587,62,Warning,19.14
B0018,71,3.50351,30.6561,1.55586,0.835197,61,Warning,16.48
B0018,72,3.49455,31.1274,1.52718,0.819802,60,Warning,18.02
B0018,73,3.48908,31.0457,1.51119,0.81122,59,Warning,18.88
B0018,74,3.48505,31.0828,1.50247,0.806539,58,Warning,19.35
B0018,75,3.49648,30.673,1.50056,0.805515,57,Warning,19.45
B0018,76,3.48255,30.9268,1.50329,0.806978,56,Warning,19.3
B0018,77,3.48644,30.9301,1.47692,0.792824,55,Critical,20.72
B0018,78,3.48698,31.0744,1.49069,0.800215,54,Warning,19.98
B0018,79,3.48082,31.0033,1.47549,0.792057,53,Critical,20.79
B0018,80,3.47521,30.8785,1.47055,0.789403,52,Critical,21.06
B0018,81,3.48238,30.5464,1.47032,0.789281,51,Critical,21.07
B0018,82,3.47806,30.7342,1.45838,0.782869,50,Critical,21.71
B0018,83,3.48149,31.0392,1.45002,0.778385,49,Critical,22.16
B0018,84,3.47562,31.2005,1.43896,0.772445,48,Critical,22.76
B0018,85,3.47846,30.9326,1.43564,0.770665,47,Critical,22.93
B0018,86,3.48286,30.9015,1.4928,0.801346,46,Warning,19.87
B0018,87,3.47997,31.0077,1.47563,0.792133,45,Critical,20.79
B0018,88,3.47554,30.8547,1.45369,0.780351,44,Critical,21.96
B0018,89,3.47036,30.7001,1.4515,0.779179,43,Critical,22.08
B0018,90,3.46434,30.4992,1.43162,0.768504,42,Critical,23.15
B0018,91,3.47946,31.0472,1.46553,0.786712,41,Critical,21.33
B0018,92,3.47044,31.1879,1.45154,0.779197,40,Critical,22.08
B0018,93,3.46777,31.3069,1.44302,0.774625,39,Critical,22.54
B0018,94,3.46258,31.4491,1.42622,0.765609,38,Critical,23.44
B0018,95,3.46496,31.1567,1.42906,0.767134,37,Critical,23.29
B0018,96,3.46573,31.2503,1.42661,0.765819,36,Critical,23.42
B0018,97,3.46265,31.2155,1.42026,0.762408,35,Critical,23.76
B0018,98,3.46313,31.2677,1.40993,0.756863,34,Critical,24.31
B0018,99,3.46528,31.2801,1.40057,0.751839,33,Critical,24.82
B0018,100,3.45581,31.2753,1.40235,0.752793,32,Critical,24.72
B0018,101,3.46026,31.3285,1.40133,0.752248,31,Critical,24.78
B0018,102,3.45061,31.3294,1.38882,0.74553,30,Critical,25.45
B0018,103,3.45464,31.3958,1.37691,0.739138,29,Critical,26.09
B0018,104,3.46243,31.319,1.37918,0.740353,28,Critical,25.96
B0018,105,3.44994,31.4632,1.3805,0.741066,27,Critical,25.89
B0018,106,3.47988,30.242,1.47176,0.790053,26,Critical,20.99
B0018,107,3.47926,30.8541,1.46659,0.787278,25,Critical,21.27
B0018,108,3.48124,31.1192,1.45474,0.780917,24,Critical,21.91
B0018,109,3.47127,31.2014,1.44043,0.773233,23,Critical,22.68
B0018,110,3.47616,30.7482,1.43153,0.768456,22,Critical,23.15
B0018,111,3.46651,30.7101,1.41776,0.761065,21,Critical,23.89
B0018,112,3.47034,30.8403,1.41031,0.757065,20,Critical,24.29
B0018,113,3.45581,31.5037,1.4064,0.754969,19,Critical,24.5
B0018,114,3.46293,31.8229,1.41413,0.759117,18,Critical,24.09
B0018,115,3.47154,31.4314,1.39759,0.750241,17,Critical,24.98
B0018,116,3.45563,31.1816,1.39936,0.751188,16,Critical,24.88
B0018,117,3.4582,30.9766,1.37986,0.740721,15,Critical,25.93
B0018,118,3.45695,30.6338,1.38899,0.745622,14,Critical,25.44
B0018,119,3.45112,30.7078,1.37809,0.739773,13,Critical,26.02
B0018,120,3.4526,30.3291,1.36576,0.733153,12,Critical,26.68
B0018,121,3.47125,30.304,1.44375,0.775015,11,Critical,22.5
B0018,122,3.47176,30.6598,1.4233,0.764042,10,Critical,23.6
B0018,123,3.4628,30.9497,1.41798,0.761183,9,Critical,23.88
B0018,124,3.46827,30.8183,1.39989,0.751471,8,Critical,24.85
B0018,125,3.46333,30.7131,1.39486,0.748774,7,Critical,25.12
B0018,126,3.46568,30.713,1.39662,0.749721,6,Critical,25.03
B0018,127,3.45888,31.022,1.39337,0.747975,5,Critical,25.2
B0018,128,3.46082,31.6493,1.38216,0.741958,4,Critical,25.8
B0018,129,3.46966,31.6753,1.38047,0.74105,3,Critical,25.89
B0018,130,3.45573,31.49,1.36887,0.734824,2,Critical,26.52
B0018,131,3.46237,31.0966,1.37437,0.737772,1,Critical,26.22
B0018,132,3.44406,31.1754,1.35259,0.726085,0,Critical,27.39
B0025,1,3.38943,33.3116,2.38979,1,11,Healthy,0
B0025,2,3.38812,33.0692,2.48499,1.03984,10,Healthy,-3.98
B0025,3,3.38937,33.3549,2.49735,1.04501,9,Healthy,-4.5
B0025,4,3.4125,33.2881,2.36879,0.991213,8,Healthy,0.88
B0025,12,3.42503,32.9295,2.499,1.0457,0,Healthy,-4.57
B0026,1,3.39374,32.8247,2.26715,1,24,Healthy,0
B0026,2,3.40381,32.6629,2.20418,0.972223,23,Healthy,2.78
B0026,3,3.43118,32.7558,2.22785,0.982663,22,Healthy,1.73
B0026,4,3.41856,32.9933,2.14128,0.944479,21,Healthy,5.55
B0026,5,3.42008,32.8083,2.24559,0.990491,20,Healthy,0.95
B0026,6,3.29126,31.5522,1.78552,0.787561,19,Critical,21.24
B0026,8,3.4191,32.7174,2.09819,0.925471,17,Healthy,7.45
B0026,9,3.40775,32.7258,2.31768,1.02229,16,Healthy,-2.23
B0026,10,3.43252,32.8191,2.25181,0.993231,15,Healthy,0.68
B0026,11,3.38453,32.2564,2.15436,0.950251,14,Healthy,4.97
B0026,12,3.41889,32.6717,2.26145,0.997483,13,Healthy,0.25
B0026,13,3.42597,33.0648,2.30556,1.01694,12,Healthy,-1.69
B0026,14,3.42588,33.0583,2.21274,0.976001,11,Healthy,2.4
B0026,15,3.43962,32.9414,2.12319,0.936502,10,Healthy,6.35
B0026,16,3.43708,33.0545,2.19424,0.967838,9,Healthy,3.22
B0026,17,3.33531,33.3323,2.30152,1.01516,8,Healthy,-1.52
B0026,20,3.40307,33.3348,2.3439,1.03385,5,Healthy,-3.39
B0026,25,3.40558,32.5213,2.37608,1.04805,0,Healthy,-4.8
B0027,1,3.41006,34.0298,2.15002,1,25,Healthy,0
B0027,2,3.39797,34.1025,2.07695,0.966015,24,Healthy,3.4
B0027,3,3.42143,34.3388,2.05494,0.955777,23,Healthy,4.42
B0027,4,3.41755,34.5357,1.99128,0.926168,22,Healthy,7.38
B0027,6,3.38709,34.4338,2.17996,1.01393,20,Healthy,-1.39
B0027,8,3.4047,34.2727,2.11773,0.984982,18,Healthy,1.5
B0027,9,3.39941,34.2553,2.09308,0.973518,17,Healthy,2.65
B0027,10,3.38983,34.6148,2.2351,1.03957,16,Healthy,-3.96
B0027,12,3.39954,34.3269,2.18575,1.01662,14,Healthy,-1.66
B0027,13,3.38054,34.6064,2.24369,1.04357,13,Healthy,-4.36
B0027,14,3.41008,34.6651,2.16047,1.00486,12,Healthy,-0.49
B0027,15,3.3924,34.627,2.14426,0.997321,11,Healthy,0.27
B0027,16,3.40079,34.6292,2.15461,1.00213,10,Healthy,-0.21
B0027,26,3.40875,34.0402,2.23069,1.03752,0,Healthy,-3.75
B0028,1,3.66561,30.2483,2.20551,1,27,Healthy,0
B0028,2,3.66399,30.0365,2.1416,0.971022,26,Healthy,2.9
B0028,3,3.67761,30.2005,2.0421,0.925907,25,Healthy,7.41
B0028,4,3.67459,30.364,2.02594,0.91858,24,Healthy,8.14
B0028,5,3.67116,30.3839,2.14796,0.973905,23,Healthy,2.61
B0028,6,3.65656,30.1421,2.25719,1.02343,22,Healthy,-2.34
B0028,8,3.67545,30.1377,2.08551,0.945589,20,Healthy,5.44
B0028,9,3.67855,30.1812,1.99771,0.905782,19,Healthy,9.42
B0028,10,3.67686,30.5654,1.95815,0.887843,18,Warning,11.22
B0028,11,3.67424,29.8301,2.15456,0.9769,17,Healthy,2.31
B0028,12,3.67385,30.3183,2.0849,0.945314,16,Healthy,5.47
B0028,13,3.66662,30.7135,2.10416,0.954046,15,Healthy,4.6
B0028,14,3.67569,30.6198,1.99606,0.905032,14,Healthy,9.5
B0028,15,3.67545,30.4798,1.96787,0.892251,13,Warning,10.77
B0028,16,3.67865,30.5795,2.01295,0.912689,12,Healthy,8.73
B0028,17,3.65926,31.1114,2.19437,0.994947,11,Healthy,0.51
B0028,18,3.67898,30.9074,2.16219,0.980358,10,Healthy,1.96
B0028,19,3.67639,30.7449,2.20999,1.00203,9,Healthy,-0.2
B0028,20,3.67314,30.6906,2.23995,1.01562,8,Healthy,-1.56
B0028,21,3.66782,30.4581,2.28457,1.03585,7,Healthy,-3.58
B0028,22,3.67153,30.5255,2.14717,0.973546,6,Healthy,2.65
B0028,23,3.66104,29.8636,2.23422,1.01302,5,Healthy,-1.3
B0028,24,3.66851,29.9087,2.24622,1.01846,4,Healthy,-1.85
B0028,25,3.66662,29.9041,2.17418,0.985795,3,Healthy,1.42
B0028,26,3.67115,29.9772,2.13476,0.96792,2,Healthy,3.21
B0028,27,3.66797,29.9023,2.18752,0.991843,1,Healthy,0.82
B0028,28,3.65278,30.0561,2.23415,1.01298,0,Healthy,-1.3
B0029,1,3.36519,51.6315,1.74665,1,39,Healthy,0
B0029,10,3.39565,52.8476,1.80355,1.03258,30,Healthy,-3.26
B0029,11,3.38736,52.8591,1.82349,1.04399,29,Healthy,-4.4
B0029,12,3.3881,52.9086,1.80769,1.03495,28,Healthy,-3.49
B0029,13,3.39276,52.8528,1.81716,1.04037,27,Healthy,-4.04
B0029,14,3.39343,52.83,1.78165,1.02004,26,Healthy,-2
B0029,15,3.39011,52.8545,1.80007,1.03058,25,Healthy,-3.06
B0029,16,3.39522,52.7212,1.82049,1.04228,24,Healthy,-4.23
B0029,17,3.396,52.8157,1.8165,1.03999,23,Healthy,-4
B0029,18,3.39409,52.8522,1.79253,1.02627,22,Healthy,-2.63
B0029,19,3.39545,52.8146,1.77856,1.01827,21,Healthy,-1.83
B0029,20,3.39242,52.8453,1.78194,1.02021,20,Healthy,-2.02
B0029,21,3.38646,52.8092,1.80029,1.03071,19,Healthy,-3.07
B0029,22,3.39722,52.8737,1.77424,1.0158,18,Healthy,-1.58
B0029,23,3.39691,52.8351,1.75877,1.00694,17,Healthy,-0.69
B0029,24,3.40208,52.7995,1.74244,0.997589,16,Healthy,0.24
B0029,25,3.39951,52.8158,1.73518,0.993433,15,Healthy,0.66
B0029,26,3.40008,52.7614,1.7552,1.00489,14,Healthy,-0.49
B0029,27,3.39188,52.8993,1.74991,1.00187,13,Healthy,-0.19
B0029,28,3.38208,52.8816,1.71833,0.983783,12,Healthy,1.62
B0029,29,3.3954,52.7763,1.72571,0.988012,11,Healthy,1.2
B0029,30,3.39882,52.7572,1.70846,0.978133,10,Healthy,2.19
B0029,31,3.39034,52.7545,1.7156,0.982225,9,Healthy,1.78
B0029,32,3.39582,52.8083,1.6991,0.972775,8,Healthy,2.72
B0029,33,3.38891,52.8153,1.70212,0.974506,7,Healthy,2.55
B0029,34,3.38847,52.8401,1.69401,0.969861,6,Healthy,3.01
B0029,35,3.3929,52.8248,1.67619,0.959662,5,Healthy,4.03
B0029,36,3.38355,52.8488,1.69701,0.971579,4,Healthy,2.84
B0029,37,3.39369,52.8623,1.67729,0.960292,3,Healthy,3.97
B0029,38,3.3866,52.8089,1.6704,0.956342,2,Healthy,4.37
B0029,39,3.39011,52.8325,1.66309,0.95216,1,Healthy,4.78
B0029,40,3.38502,52.9192,1.65512,0.947596,0,Healthy,5.24
B0030,1,3.33717,52.562,1.69222,1,39,Healthy,0
B0030,8,3.38238,54.2423,1.77414,1.04841,32,Healthy,-4.84
B0030,9,3.38795,54.1536,1.7502,1.03427,31,Healthy,-3.43
B0030,10,3.38359,54.2253,1.74837,1.03318,30,Healthy,-3.32
B0030,11,3.37819,54.2781,1.75793,1.03883,29,Healthy,-3.88
B0030,12,3.38723,54.244,1.74253,1.02973,28,Healthy,-2.97
B0030,13,3.38797,54.2415,1.72897,1.02172,27,Healthy,-2.17
B0030,14,3.39044,54.1446,1.71519,1.01357,26,Healthy,-1.36
B0030,15,3.38591,54.2289,1.71154,1.01142,25,Healthy,-1.14
B0030,16,3.37054,54.2179,1.7738,1.04821,24,Healthy,-4.82
B0030,17,3.38188,54.196,1.7494,1.03379,23,Healthy,-3.38
B0030,18,3.3847,54.182,1.73475,1.02514,22,Healthy,-2.51
B0030,19,3.3865,54.1583,1.70963,1.01029,21,Healthy,-1.03
B0030,20,3.38139,54.2738,1.70277,1.00624,20,Healthy,-0.62
B0030,21,3.38053,54.3375,1.70946,1.01019,19,Healthy,-1.02
B0030,22,3.38799,54.2641,1.69381,1.00094,18,Healthy,-0.09
B0030,23,3.38507,54.3946,1.68841,0.997747,17,Healthy,0.23
B0030,24,3.38665,54.3416,1.67217,0.98815,16,Healthy,1.19
B0030,25,3.38327,54.3768,1.67522,0.989955,15,Healthy,1
B0030,26,3.38676,54.3226,1.68417,0.995246,14,Healthy,0.48
B0030,27,3.3911,54.2863,1.66856,0.98602,13,Healthy,1.4
B0030,28,3.38513,54.1485,1.66066,0.981351,12,Healthy,1.86
B0030,29,3.3848,54.2153,1.65405,0.977443,11,Healthy,2.26
B0030,30,3.3891,54.2735,1.6369,0.967309,10,Healthy,3.27
B0030,31,3.38097,54.3835,1.64429,0.971675,9,Healthy,2.83
B0030,32,3.37792,54.3864,1.64934,0.974664,8,Healthy,2.53
B0030,33,3.37664,54.2586,1.64187,0.970247,7,Healthy,2.98
B0030,34,3.38074,54.3798,1.62316,0.959188,6,Healthy,4.08
B0030,35,3.38707,54.4254,1.61546,0.954639,5,Healthy,4.54
B0030,36,3.38208,54.3622,1.6368,0.967253,4,Healthy,3.27
B0030,37,3.39032,54.3141,1.61608,0.955004,3,Healthy,4.5
B0030,38,3.38605,54.2796,1.60976,0.951271,2,Healthy,4.87
B0030,39,3.38639,54.402,1.60203,0.946702,1,Healthy,5.33
B0030,40,3.38693,54.3548,1.59419,0.94207,0,Healthy,5.79
B0031,1,3.37178,52.5705,1.6929,1,39,Healthy,0
B0031,16,3.40095,53.8369,1.764,1.042,24,Healthy,-4.2
B0031,20,3.41511,53.8268,1.77405,1.04794,20,Healthy,-4.79
B0031,23,3.41777,53.8405,1.76222,1.04095,17,Healthy,-4.09
B0031,24,3.41465,53.8112,1.76728,1.04394,16,Healthy,-4.39
B0031,25,3.41429,53.8177,1.76098,1.04022,15,Healthy,-4.02
B0031,26,3.4146,53.7543,1.76991,1.04549,14,Healthy,-4.55
B0031,27,3.42488,53.7114,1.75521,1.03681,13,Healthy,-3.68
B0031,28,3.42097,53.6934,1.74758,1.0323,12,Healthy,-3.23
B0031,29,3.41922,53.6826,1.73135,1.02272,11,Healthy,-2.27
B0031,30,3.42322,53.6336,1.72473,1.0188,10,Healthy,-1.88
B0031,31,3.41645,53.7068,1.74271,1.02943,9,Healthy,-2.94
B0031,32,3.4201,53.6402,1.72808,1.02079,8,Healthy,-2.08
B0031,33,3.41821,53.6537,1.72121,1.01673,7,Healthy,-1.67
